10,107b6afa
348cbbc,2403fff8
348cbc0,a4431412
348cbc4,240200a0
348cbc8,a6221e1a
348cbcc,24020014
348cbd0,a2221e15
348cbd4,24020001
348cbd8,a2221e5e
348cbdc,8fbf001c
348cbe0,8fb10018
348cbe4,8fb00014
348cbe8,3e00008
348cbec,27bd0020
348cbf0,8c8200a0
348cbf4,34423000
348cbf8,ac8200a0
348cbfc,3c028041
348cc00,90422d16
348cc04,304200ff
348cc08,10400005
348cc0c,52840
348cc10,3c028010
348cc14,451021
348cc18,94428cec
348cc1c,a4820034
348cc20,3e00008
348cc28,24020001
348cc2c,3e00008
348cc30,a082003e
348cc34,24020012
348cc38,2406ffff
348cc3c,24070016
348cc40,821821
348cc44,80630074
348cc48,54660004
348cc4c,24420001
348cc50,822021
348cc54,3e00008
348cc58,a0850074
348cc5c,1447fff9
348cc60,821821
348cc64,3e00008
348cc6c,862021
348cc70,908200a8
348cc74,a22825
348cc78,3e00008
348cc7c,a08500a8
348cc80,851821
348cc84,906200bc
348cc88,23600
348cc8c,63603
348cc90,4c20001
348cc94,1025
348cc98,24420001
348cc9c,a06200bc
348cca0,510c0
348cca4,451823
348cca8,31880
348ccac,831821
348ccb0,602025
348ccb4,806200e5
348ccb8,24420001
348ccbc,21400
348ccc0,946300e6
348ccc4,431025
348ccc8,3e00008
348cccc,ac8200e4
348ccd0,853021
348ccd4,3c028040
348ccd8,24420d96
348ccdc,451021
348cce0,90470000
348cce4,51040
348cce8,3c038041
348ccec,24631b8c
348ccf0,431021
348ccf4,471021
348ccf8,90c300bc
348ccfc,33e00
348cd00,73e03
348cd04,4e20001
348cd08,1825
348cd0c,90420000
348cd10,431021
348cd14,a0c200bc
348cd18,510c0
348cd1c,451023
348cd20,21080
348cd24,822021
348cd28,3c028040
348cd2c,24420d96
348cd30,451021
348cd34,90430000
348cd38,52840
348cd3c,3c028041
348cd40,24421b8c
348cd44,a22821
348cd48,a32821
348cd4c,80a20000
348cd50,808300e5
348cd54,431021
348cd58,21400
348cd5c,948300e6
348cd60,431025
348cd64,3e00008
348cd68,ac8200e4
348cd6c,24020001
348cd70,a082003d
348cd74,24020014
348cd78,a08200cf
348cd7c,24020140
348cd80,3e00008
348cd84,a4821424
348cd88,24020001
348cd8c,a0820032
348cd90,a082003a
348cd94,24020030
348cd98,a48213f4
348cd9c,3e00008
348cda0,a0820033
348cda4,24020002
348cda8,a0820032
348cdac,24020001
348cdb0,a082003a
348cdb4,a082003c
348cdb8,24020060
348cdbc,a48213f4
348cdc0,3e00008
348cdc4,a0820033
348cdc8,24020007
348cdcc,3e00008
348cdd0,a082007b
348cdd4,24020001
348cdd8,a21004
348cddc,8c8500a4
348cde0,a22825
348cde4,3e00008
348cde8,ac8500a4
348cdec,27bdffe8
348cdf0,afbf0014
348cdf4,c10297a
348cdfc,8fbf0014
348ce00,3e00008
348ce04,27bd0018
348ce08,24020010
348ce0c,a0820082
348ce10,9082009a
348ce14,2442000a
348ce18,3e00008
348ce1c,a082009a
348ce20,3c028041
348ce24,90422d16
348ce28,304200ff
348ce2c,10400005
348ce30,52840
348ce34,3c028010
348ce38,451021
348ce3c,94428cec
348ce40,a4820034
348ce44,3e00008
348ce4c,8482002e
348ce50,28420130
348ce54,50400001
348ce58,a08000a4
348ce5c,24020140
348ce60,3e00008
348ce64,a4821424
348ce68,27bdffe8
348ce6c,afbf0014
348ce70,3c028041
348ce74,90422d15
348ce78,1040000c
348ce7c,3c028041
348ce80,94820f06
348ce84,34420040
348ce88,a4820f06
348ce8c,3c028041
348ce90,90422d14
348ce94,54400009
348ce98,94820f06
348ce9c,94820ef4
348cea0,3042fb87
348cea4,1000000f
348cea8,a4820ef4
348ceac,90422d14
348ceb0,1040000c
348ceb8,94820f06
348cebc,34420080
348cec0,a4820f06
348cec4,94820ef6
348cec8,24038f00
348cecc,431025
348ced0,a4820ef6
348ced4,94820ee4
348ced8,2403f000
348cedc,431025
348cee0,a4820ee4
348cee4,c103bef
348cee8,30a400ff
348ceec,8fbf0014
348cef0,3e00008
348cef4,27bd0018
348cef8,27bdffe8
348cefc,afbf0014
348cf00,c103bef
348cf04,30a400ff
348cf08,8fbf0014
348cf0c,3e00008
348cf10,27bd0018
348cf14,2c8200d4
348cf18,1040000b
348cf1c,41880
348cf20,641021
348cf24,21080
348cf28,3c058041
348cf2c,24a51ba8
348cf30,a21021
348cf34,80430000
348cf38,3182b
348cf3c,31823
348cf40,3e00008
348cf44,431024
348cf48,3e00008
348cf4c,1025
348cf50,27bdffe0
348cf54,afbf001c
348cf58,afb20018
348cf5c,afb10014
348cf60,afb00010
348cf64,808025
348cf68,3c128011
348cf6c,3652a5d0
348cf70,c1033c5
348cf74,2002025
348cf78,2008825
348cf7c,8c420008
348cf80,2002825
348cf84,40f809
348cf88,2402025
348cf8c,1622fff8
348cf90,408025
348cf94,2201025
348cf98,8fbf001c
348cf9c,8fb20018
348cfa0,8fb10014
348cfa4,8fb00010
348cfa8,3e00008
348cfac,27bd0020
348cfb0,27bdffe8
348cfb4,afbf0014
348cfb8,8c82000c
348cfbc,84860012
348cfc0,84850010
348cfc4,3c048011
348cfc8,40f809
348cfcc,3484a5d0
348cfd0,8fbf0014
348cfd4,3e00008
348cfd8,27bd0018
348cfdc,3e00008
348cfe0,a01025
348cfe4,8082007d
348cfe8,21027
348cfec,2102b
348cff0,3e00008
348cff4,24420008
348cff8,8c8200a0
348cffc,21182
348d000,30420007
348d004,10400005
348d00c,38420001
348d010,2102b
348d014,3e00008
348d018,24420035
348d01c,3e00008
348d020,24020054
348d024,8c8200a0
348d028,210c2
348d02c,30420007
348d030,10400005
348d038,38420001
348d03c,2102b
348d040,3e00008
348d044,24420033
348d048,3e00008
348d04c,24020032
348d050,8c8200a0
348d054,30420007
348d058,10400005
348d060,38420001
348d064,2102b
348d068,3e00008
348d06c,24420030
348d070,3e00008
348d074,24020004
348d078,8c8300a0
348d07c,31b82
348d080,30630007
348d084,10600005
348d088,24040001
348d08c,14640004
348d090,2402007b
348d094,3e00008
348d098,24020060
348d09c,24020005
348d0a0,3e00008
348d0a8,8c8300a0
348d0ac,31b02
348d0b0,30630003
348d0b4,10600005
348d0b8,24040001
348d0bc,14640004
348d0c0,240200c7
348d0c4,3e00008
348d0c8,24020046
348d0cc,24020045
348d0d0,3e00008
348d0d8,8c8200a0
348d0dc,21242
348d0e0,30420007
348d0e4,2102b
348d0e8,3e00008
348d0ec,24420037
348d0f0,8c8200a0
348d0f4,21502
348d0f8,30420007
348d0fc,2c420002
348d100,2c420001
348d104,3e00008
348d108,24420079
348d10c,8c8200a0
348d110,21442
348d114,30420007
348d118,2c420002
348d11c,2c420001
348d120,3e00008
348d124,24420077
348d128,9082003a
348d12c,2102b
348d130,3e00008
348d134,244200b9
348d138,8083007c
348d13c,2402ffff
348d140,50620007
348d144,2402006b
348d148,80830094
348d14c,28630006
348d150,10600003
348d154,2402006a
348d158,3e00008
348d15c,24020003
348d160,3e00008
348d168,8083007b
348d16c,2402ffff
348d170,10620003
348d178,3e00008
348d17c,2402000c
348d180,3e00008
348d184,2402003b
348d188,8c8300a0
348d18c,30630007
348d190,14600002
348d194,a01025
348d198,2402004d
348d19c,3e00008
348d1a4,8c8300a0
348d1a8,30630038
348d1ac,14600002
348d1b0,a01025
348d1b4,2402004d
348d1b8,3e00008
348d1c0,8c8300a0
348d1c4,3c040001
348d1c8,3484c000
348d1cc,641824
348d1d0,14600002
348d1d4,a01025
348d1d8,2402004d
348d1dc,3e00008
348d1e4,94820eda
348d1e8,30420008
348d1ec,14400010
348d1f4,80830086
348d1f8,2402001b
348d1fc,1062000e
348d204,80830087
348d208,1062000d
348d210,80830088
348d214,1062000c
348d218,2403001b
348d21c,80840089
348d220,1483000a
348d224,a01025
348d228,3e00008
348d22c,240200c8
348d230,3e00008
348d234,240200c8
348d238,3e00008
348d23c,240200c8
348d240,3e00008
348d244,240200c8
348d248,240200c8
348d24c,3e00008
348d254,8483002e
348d258,28630140
348d25c,14600008
348d260,a01025
348d264,24030076
348d268,50a30005
348d26c,2402007f
348d270,38a2003d
348d274,2c420001
348d278,3e00008
348d27c,2442007d
348d280,3e00008
348d288,27bdffe8
348d28c,afbf0014
348d290,c104016
348d298,c1027ff
348d2a0,c103b00
348d2a8,c102449
348d2b0,c1038ca
348d2b8,8fbf0014
348d2bc,3e00008
348d2c0,27bd0018
348d2c4,27bdffe8
348d2c8,afbf0014
348d2cc,c102623
348d2d4,c10133d
348d2dc,c103785
348d2e4,c10287b
348d2ec,c101e43
348d2f4,8fbf0014
348d2f8,3e00008
348d2fc,27bd0018
348d300,27bdffe8
348d304,afbf0014
348d308,afb00010
348d30c,3c10801c
348d310,361084a0
348d314,8e040000
348d318,c101869
348d31c,248402a8
348d320,8e040000
348d324,c103ec0
348d328,248402a8
348d32c,8e040000
348d330,c103795
348d334,248402a8
348d338,c1023f3
348d340,8fbf0014
348d344,8fb00010
348d348,3e00008
348d34c,27bd0018
348d350,27bdffe0
348d354,afbf001c
348d358,afb10018
348d35c,afb00014
348d360,808025
348d364,c10403b
348d368,a08825
348d36c,2202825
348d370,c027368
348d374,2002025
348d378,8fbf001c
348d37c,8fb10018
348d380,8fb00014
348d384,3e00008
348d388,27bd0020
348d38c,27bdffe8
348d390,afbf0014
348d394,c1023cc
348d39c,c104011
348d3a4,c1038dd
348d3ac,c101e3d
348d3b4,8fbf0014
348d3b8,3e00008
348d3bc,27bd0018
348d3c0,3c02801c
348d3c4,344284a0
348d3c8,3c030001
348d3cc,431021
348d3d0,84430988
348d3d4,14600022
348d3d8,3c02801c
348d3dc,344284a0
348d3e0,3c030001
348d3e4,431021
348d3e8,84420992
348d3ec,14400014
348d3f0,21840
348d3f4,3c028011
348d3f8,3442a5d0
348d3fc,8c420004
348d400,14400009
348d404,3c028011
348d408,3442a5d0
348d40c,8c4300a0
348d410,3c020001
348d414,3442c007
348d418,621824
348d41c,14600026
348d420,24020001
348d424,3c028011
348d428,3442a5d0
348d42c,8c4200a0
348d430,21382
348d434,30420007
348d438,3e00008
348d43c,2102b
348d440,621821
348d444,3c028011
348d448,3442a5d0
348d44c,8c4200a0
348d450,621006
348d454,30420007
348d458,3e00008
348d45c,2102b
348d460,344284a0
348d464,3c040001
348d468,441021
348d46c,84440992
348d470,1480000a
348d474,3c028011
348d478,24020003
348d47c,14620007
348d480,3c028011
348d484,3442a5d0
348d488,8c42009c
348d48c,3c03000c
348d490,431024
348d494,3e00008
348d498,2102b
348d49c,3442a5d0
348d4a0,9442009c
348d4a4,42080
348d4a8,2463ffff
348d4ac,832021
348d4b0,821007
348d4b4,30420001
348d4b8,3e00008
348d4c0,27bdffe0
348d4c4,afbf001c
348d4c8,3c028040
348d4cc,90420883
348d4d0,10400010
348d4d4,3c028040
348d4d8,2406000c
348d4dc,3c028041
348d4e0,8c452d18
348d4e4,c103a59
348d4e8,27a40010
348d4ec,3c028011
348d4f0,97a30010
348d4f4,a4435dd2
348d4f8,93a30012
348d4fc,a0435dd4
348d500,97a30010
348d504,a4435dda
348d508,93a30012
348d50c,a0435ddc
348d510,3c028040
348d514,90420884
348d518,10400010
348d51c,8fbf001c
348d520,2406000a
348d524,3c028041
348d528,8c452d18
348d52c,c103a59
348d530,27a40010
348d534,3c028011
348d538,97a30010
348d53c,a4435dce
348d540,93a30012
348d544,a0435dd0
348d548,97a30010
348d54c,a4435dd6
348d550,93a30012
348d554,a0435dd8
348d558,8fbf001c
348d55c,3e00008
348d560,27bd0020
348d564,3c02801d
348d568,3442aa30
348d56c,8c420678
348d570,10400063
348d578,8c430130
348d57c,10600060
348d584,8c4201c8
348d588,2c43001f
348d58c,1060005c
348d594,27bdffd8
348d598,afbf0024
348d59c,afb10020
348d5a0,afb0001c
348d5a4,280c0
348d5a8,2028023
348d5ac,108080
348d5b0,2028023
348d5b4,108100
348d5b8,3c028011
348d5bc,2028021
348d5c0,3c028040
348d5c4,90420885
348d5c8,10400018
348d5cc,2610572c
348d5d0,3c118041
348d5d4,24060006
348d5d8,8e252d18
348d5dc,c103a59
348d5e0,27a40010
348d5e4,93a20010
348d5e8,a2020192
348d5ec,93a20011
348d5f0,a2020193
348d5f4,93a20012
348d5f8,a2020194
348d5fc,8e252d18
348d600,24060006
348d604,24a5000c
348d608,c103a59
348d60c,27a40010
348d610,93a20010
348d614,a202019a
348d618,93a20011
348d61c,a202019b
348d620,93a20012
348d624,1000000c
348d628,a202019c
348d62c,3c028040
348d630,90440876
348d634,a2040192
348d638,24420876
348d63c,90430001
348d640,a2030193
348d644,90420002
348d648,a2020194
348d64c,a204019a
348d650,a203019b
348d654,a202019c
348d658,3c028040
348d65c,90420886
348d660,10400018
348d664,3c028040
348d668,3c118041
348d66c,24060005
348d670,8e252d18
348d674,c103a59
348d678,27a40010
348d67c,93a20010
348d680,a2020196
348d684,93a20011
348d688,a2020197
348d68c,93a20012
348d690,a2020198
348d694,8e252d18
348d698,24060005
348d69c,24a5000a
348d6a0,c103a59
348d6a4,27a40010
348d6a8,93a20010
348d6ac,a202019e
348d6b0,93a20011
348d6b4,a202019f
348d6b8,93a20012
348d6bc,1000000b
348d6c0,a20201a0
348d6c4,90440879
348d6c8,a2040196
348d6cc,24420879
348d6d0,90430001
348d6d4,a2030197
348d6d8,90420002
348d6dc,a2020198
348d6e0,a204019e
348d6e4,a203019f
348d6e8,a20201a0
348d6ec,8fbf0024
348d6f0,8fb10020
348d6f4,8fb0001c
348d6f8,3e00008
348d6fc,27bd0028
348d700,3e00008
348d708,27bdffd0
348d70c,afbf002c
348d710,afb20028
348d714,afb10024
348d718,afb00020
348d71c,3c028040
348d720,9043087c
348d724,240200fa
348d728,14620008
348d72c,24100001
348d730,3c028040
348d734,2442087c
348d738,90500001
348d73c,90420002
348d740,2028025
348d744,321000ff
348d748,10802b
348d74c,3c028040
348d750,9043087f
348d754,240200fa
348d758,14620008
348d75c,24110001
348d760,3c028040
348d764,2442087f
348d768,90510001
348d76c,90420002
348d770,2228825
348d774,323100ff
348d778,11882b
348d77c,3c128041
348d780,24060009
348d784,8e452d18
348d788,c103a59
348d78c,27a40010
348d790,8e452d18
348d794,24060009
348d798,24a50012
348d79c,c103a59
348d7a0,27a40014
348d7a4,24060007
348d7a8,8e452d18
348d7ac,c103a59
348d7b0,27a40018
348d7b4,8e452d18
348d7b8,24060007
348d7bc,24a5000e
348d7c0,c103a59
348d7c4,27a4001c
348d7c8,3c02801c
348d7cc,344284a0
348d7d0,8c421c4c
348d7d4,10400064
348d7d8,8fbf002c
348d7dc,240500da
348d7e0,3c068011
348d7e4,24c65c3c
348d7e8,3c088040
348d7ec,3c078040
348d7f0,3c0a8040
348d7f4,254c087f
348d7f8,3c098040
348d7fc,252b087c
348d800,8c430130
348d804,50600055
348d808,8c420124
348d80c,84430000
348d810,54650052
348d814,8c420124
348d818,8c43016c
348d81c,320c0
348d820,832023
348d824,42080
348d828,832023
348d82c,42100
348d830,2484faf0
348d834,862021
348d838,8c4d0170
348d83c,d18c0
348d840,6d1823
348d844,31880
348d848,6d1823
348d84c,31900
348d850,2463faf0
348d854,910d0887
348d858,11a0000e
348d85c,661821
348d860,97ae0010
348d864,a48e0192
348d868,93ad0012
348d86c,a08d0194
348d870,a46e0192
348d874,a06d0194
348d878,97ae0014
348d87c,a48e019a
348d880,93ad0016
348d884,a08d019c
348d888,a46e019a
348d88c,10000012
348d890,a06d019c
348d894,12000011
348d898,90ed0888
348d89c,912f087c
348d8a0,a08f0192
348d8a4,916e0001
348d8a8,a08e0193
348d8ac,916d0002
348d8b0,a08d0194
348d8b4,a06f0192
348d8b8,a06e0193
348d8bc,a06d0194
348d8c0,a08f019a
348d8c4,a08e019b
348d8c8,a08d019c
348d8cc,a06f019a
348d8d0,a06e019b
348d8d4,a06d019c
348d8d8,90ed0888
348d8dc,11a0000d
348d8e0,97ae0018
348d8e4,a48e0196
348d8e8,93ad001a
348d8ec,a08d0198
348d8f0,a46e0196
348d8f4,a06d0198
348d8f8,97ae001c
348d8fc,a48e019e
348d900,93ad001e
348d904,a08d01a0
348d908,a46e019e
348d90c,10000012
348d910,a06d01a0
348d914,52200011
348d918,8c420124
348d91c,914f087f
348d920,a08f0196
348d924,918e0001
348d928,a08e0197
348d92c,918d0002
348d930,a08d0198
348d934,a06f0196
348d938,a06e0197
348d93c,a06d0198
348d940,a08f019e
348d944,a08e019f
348d948,a08d01a0
348d94c,a06f019e
348d950,a06e019f
348d954,a06d01a0
348d958,8c420124
348d95c,5440ffa9
348d960,8c430130
348d964,8fbf002c
348d968,8fb20028
348d96c,8fb10024
348d970,8fb00020
348d974,3e00008
348d978,27bd0030
348d97c,27bdffd8
348d980,afbf001c
348d984,f7b40020
348d988,3c028040
348d98c,90420887
348d990,1040000a
348d994,46006506
348d998,24060009
348d99c,3c028041
348d9a0,8c452d18
348d9a4,c103a59
348d9a8,27a40010
348d9ac,93a20010
348d9b0,93a30011
348d9b4,10000006
348d9b8,93a40012
348d9bc,3c048040
348d9c0,9082087c
348d9c4,2484087c
348d9c8,90830001
348d9cc,90840002
348d9d0,240500fa
348d9d4,14450043
348d9d8,642825
348d9dc,14a00041
348d9e4,3c028041
348d9e8,c4400814
348d9ec,4600a002
348d9f0,3c028041
348d9f4,c4420818
348d9f8,46020000
348d9fc,3c028041
348da00,c442081c
348da04,4600103e
348da0c,45030005
348da10,46020001
348da14,4600000d
348da18,44020000
348da1c,10000006
348da20,304200ff
348da24,4600000d
348da28,44020000
348da2c,3c038000
348da30,431025
348da34,304200ff
348da38,3c038041
348da3c,c4600820
348da40,4600a002
348da44,3c038041
348da48,c4620818
348da4c,46020000
348da50,3c038041
348da54,c462081c
348da58,4600103e
348da60,45030005
348da64,46020001
348da68,4600000d
348da6c,44030000
348da70,10000006
348da74,306300ff
348da78,4600000d
348da7c,44030000
348da80,3c048000
348da84,641825
348da88,306300ff
348da8c,3c048041
348da90,c4800824
348da94,4600a002
348da98,3c048041
348da9c,c4820828
348daa0,46020000
348daa4,3c048041
348daa8,c482081c
348daac,4600103e
348dab4,45030005
348dab8,46020001
348dabc,4600000d
348dac0,44040000
348dac4,10000040
348dac8,308400ff
348dacc,4600000d
348dad0,44040000
348dad4,3c058000
348dad8,852025
348dadc,1000003a
348dae0,308400ff
348dae4,44820000
348daec,46800020
348daf0,46140002
348daf4,3c028041
348daf8,c442081c
348dafc,4600103e
348db04,45030005
348db08,46020001
348db0c,4600000d
348db10,44020000
348db14,10000006
348db18,304200ff
348db1c,4600000d
348db20,44020000
348db24,3c058000
348db28,451025
348db2c,304200ff
348db30,44830000
348db38,46800020
348db3c,46140002
348db40,3c038041
348db44,c462081c
348db48,4600103e
348db50,45030005
348db54,46020001
348db58,4600000d
348db5c,44030000
348db60,10000006
348db64,306300ff
348db68,4600000d
348db6c,44030000
348db70,3c058000
348db74,651825
348db78,306300ff
348db7c,44840000
348db84,46800020
348db88,46140002
348db8c,3c048041
348db90,c482081c
348db94,4600103e
348db9c,45030005
348dba0,46020001
348dba4,4600000d
348dba8,44040000
348dbac,10000006
348dbb0,308400ff
348dbb4,4600000d
348dbb8,44040000
348dbbc,3c058000
348dbc0,852025
348dbc4,308400ff
348dbc8,21600
348dbcc,42200
348dbd0,441025
348dbd4,31c00
348dbd8,431025
348dbdc,344200ff
348dbe0,8fbf001c
348dbe4,d7b40020
348dbe8,3e00008
348dbec,27bd0028
348dbf0,27bdffd8
348dbf4,afbf0024
348dbf8,afb20020
348dbfc,afb1001c
348dc00,afb00018
348dc04,3c02801c
348dc08,344284a0
348dc0c,90421cda
348dc10,24030004
348dc14,10430015
348dc18,2c430005
348dc1c,50600006
348dc20,2442fffb
348dc24,24030002
348dc28,50430008
348dc2c,3c028040
348dc30,10000013
348dc34,3c028040
348dc38,304200fb
348dc3c,54400010
348dc40,3c028040
348dc44,10000005
348dc48,3c028040
348dc4c,90500889
348dc50,3c028040
348dc54,1000000d
348dc58,9051088a
348dc5c,9050088b
348dc60,3c028040
348dc64,10000009
348dc68,9051088c
348dc6c,3c028040
348dc70,9050088d
348dc74,3c028040
348dc78,10000004
348dc7c,9051088e
348dc80,9050088f
348dc84,3c028040
348dc88,90510890
348dc8c,2111025
348dc90,1040005b
348dc94,8fbf0024
348dc98,3c128041
348dc9c,2406000e
348dca0,8e452d18
348dca4,c103a59
348dca8,27a40010
348dcac,2406000c
348dcb0,8e452d18
348dcb4,c103a59
348dcb8,27a40014
348dcbc,1200000a
348dcc0,3c02801c
348dcc4,344284a0
348dcc8,90431cda
348dccc,318c0
348dcd0,3c02800f
348dcd4,431021
348dcd8,97a30010
348dcdc,a4438214
348dce0,93a30012
348dce4,a0438216
348dce8,1220000a
348dcec,3c02801c
348dcf0,344284a0
348dcf4,90431cda
348dcf8,318c0
348dcfc,3c02800f
348dd00,431021
348dd04,97a30014
348dd08,a4438218
348dd0c,93a30016
348dd10,a043821a
348dd14,12000010
348dd18,3c02801d
348dd1c,3c02801c
348dd20,344284a0
348dd24,97a30010
348dd28,a4431cf0
348dd2c,93a30012
348dd30,a0431cf2
348dd34,97a30010
348dd38,a4431d04
348dd3c,93a30012
348dd40,a0431d06
348dd44,97a30010
348dd48,a4431d18
348dd4c,93a30012
348dd50,a0431d1a
348dd54,3c02801d
348dd58,3442aa30
348dd5c,8c42067c
348dd60,10400027
348dd64,8fbf0024
348dd68,8c430130
348dd6c,10600025
348dd70,8fb20020
348dd74,12000010
348dd78,24430234
348dd7c,93a40010
348dd80,44840000
348dd88,46800020
348dd8c,e4400234
348dd90,93a20011
348dd94,44820000
348dd9c,46800020
348dda0,e4600004
348dda4,93a20012
348dda8,44820000
348ddb0,46800020
348ddb4,e4600008
348ddb8,12200011
348ddbc,8fbf0024
348ddc0,93a20014
348ddc4,44820000
348ddcc,46800020
348ddd0,e4600010
348ddd4,93a20015
348ddd8,44820000
348dde0,46800020
348dde4,e4600014
348dde8,93a20016
348ddec,44820000
348ddf4,46800020
348ddf8,e4600018
348ddfc,8fbf0024
348de00,8fb20020
348de04,8fb1001c
348de08,8fb00018
348de0c,3e00008
348de10,27bd0028
348de14,27bdffe8
348de18,afbf0014
348de1c,3c038041
348de20,8c622d18
348de24,24420001
348de28,c103530
348de2c,ac622d18
348de30,c103559
348de38,c1035c2
348de40,c1036fc
348de48,8fbf0014
348de4c,3e00008
348de50,27bd0018
348de54,27bdffb8
348de58,afbf0044
348de5c,afbe0040
348de60,afb1003c
348de64,afb00038
348de68,3a0f025
348de6c,808025
348de70,3c028041
348de74,94422d1c
348de78,10400009
348de7c,3a02025
348de80,3c02801c
348de84,344284a0
348de88,3c030001
348de8c,431021
348de90,94430934
348de94,24020006
348de98,10620003
348de9c,3c028041
348dea0,1000004d
348dea4,80e825
348dea8,94420a5c
348deac,21880
348deb0,621821
348deb4,31880
348deb8,431023
348debc,244500a0
348dec0,3c028041
348dec4,24420548
348dec8,27c30010
348decc,244a0020
348ded0,8c490000
348ded4,8c480004
348ded8,8c470008
348dedc,8c46000c
348dee0,ac690000
348dee4,ac680004
348dee8,ac670008
348deec,ac66000c
348def0,24420010
348def4,144afff6
348def8,24630010
348defc,808825
348df00,8c440000
348df04,ac640000
348df08,94440004
348df0c,a4640004
348df10,90420006
348df14,a0620006
348df18,8e020008
348df1c,24430008
348df20,ae030008
348df24,3c03de00
348df28,ac430000
348df2c,3c038041
348df30,24630aa8
348df34,ac430004
348df38,8e020008
348df3c,24430008
348df40,ae030008
348df44,3c03e700
348df48,ac430000
348df4c,ac400004
348df50,8e020008
348df54,24430008
348df58,ae030008
348df5c,3c03fc11
348df60,34639623
348df64,ac430000
348df68,3c03ff2f
348df6c,3463ffff
348df70,ac430004
348df74,8e020008
348df78,24430008
348df7c,ae030008
348df80,3c03fa00
348df84,ac430000
348df88,2403ffff
348df8c,ac430004
348df90,24060005
348df94,c103b35
348df98,27c40010
348df9c,c103b99
348dfa0,2002025
348dfa4,8e020008
348dfa8,24430008
348dfac,ae030008
348dfb0,3c03e900
348dfb4,ac430000
348dfb8,ac400004
348dfbc,8e020008
348dfc0,24430008
348dfc4,ae030008
348dfc8,3c03df00
348dfcc,ac430000
348dfd0,ac400004
348dfd4,220e825
348dfd8,3c0e825
348dfdc,8fbf0044
348dfe0,8fbe0040
348dfe4,8fb1003c
348dfe8,8fb00038
348dfec,3e00008
348dff0,27bd0048
348dff4,3e00008
348dff8,801025
348dffc,3e00008
348e000,801025
348e004,27bdffe8
348e008,afbf0014
348e00c,801025
348e010,2c430193
348e014,10600006
348e018,a02025
348e01c,210c0
348e020,3c03800f
348e024,34638ff8
348e028,10000008
348e02c,431021
348e030,3c031fff
348e034,3463fe6d
348e038,431021
348e03c,210c0
348e040,3c038040
348e044,24630d2c
348e048,621021
348e04c,8c450000
348e050,8c460004
348e054,3c028000
348e058,24420df0
348e05c,40f809
348e060,c53023
348e064,8fbf0014
348e068,3e00008
348e06c,27bd0018
348e070,27bdffe8
348e074,afbf0014
348e078,801025
348e07c,a02025
348e080,a4450000
348e084,c103801
348e088,8c450004
348e08c,8fbf0014
348e090,3e00008
348e094,27bd0018
348e098,27bdffe8
348e09c,afbf0014
348e0a0,afb00010
348e0a4,3c028041
348e0a8,24423d64
348e0ac,24450040
348e0b0,94430000
348e0b4,1064000b
348e0b8,408025
348e0bc,54600006
348e0c0,24420008
348e0c4,802825
348e0c8,c10381c
348e0cc,402025
348e0d0,10000005
348e0d4,2001025
348e0d8,5445fff6
348e0dc,94430000
348e0e0,8025
348e0e4,2001025
348e0e8,8fbf0014
348e0ec,8fb00010
348e0f0,3e00008
348e0f4,27bd0018
348e0f8,3c03801c
348e0fc,346384a0
348e100,8c620000
348e104,8c860004
348e108,8c4502d0
348e10c,24a70008
348e110,ac4702d0
348e114,3c02db06
348e118,24420018
348e11c,aca20000
348e120,aca60004
348e124,8c650000
348e128,8c840004
348e12c,8ca302c0
348e130,24660008
348e134,aca602c0
348e138,ac620000
348e13c,3e00008
348e140,ac640004
348e144,27bdffe0
348e148,afbf0014
348e14c,f7b40018
348e150,3c02800a
348e154,3442a78c
348e158,40f809
348e15c,46006506
348e160,2442000c
348e164,2025
348e168,1000000a
348e16c,2405000c
348e170,c4600000
348e174,46140002
348e178,e4600000
348e17c,24630004
348e180,5462fffc
348e184,c4600000
348e188,24840004
348e18c,10850003
348e190,24420010
348e194,1000fff6
348e198,2443fff4
348e19c,8fbf0014
348e1a0,d7b40018
348e1a4,3e00008
348e1a8,27bd0020
348e1ac,27bdffd8
348e1b0,afbf0024
348e1b4,afb30020
348e1b8,afb2001c
348e1bc,afb10018
348e1c0,afb00014
348e1c4,809825
348e1c8,a09025
348e1cc,c08025
348e1d0,3c118002
348e1d4,26222438
348e1d8,3025
348e1dc,2002825
348e1e0,40f809
348e1e4,2402025
348e1e8,26312554
348e1ec,3025
348e1f0,2002825
348e1f4,220f809
348e1f8,2402025
348e1fc,2602825
348e200,c1032ba
348e204,2002025
348e208,8fbf0024
348e20c,8fb30020
348e210,8fb2001c
348e214,8fb10018
348e218,8fb00014
348e21c,3e00008
348e220,27bd0028
348e224,44860000
348e228,24020063
348e22c,54820005
348e230,84a20000
348e234,3c028041
348e238,c4420830
348e23c,3e00008
348e240,46020002
348e244,240300f1
348e248,54430008
348e24c,24030015
348e250,24020046
348e254,1082000d
348e258,2402002f
348e25c,1482000e
348e260,3c028041
348e264,3e00008
348e268,c440082c
348e26c,1443000a
348e270,24020011
348e274,90a3001d
348e278,14620007
348e27c,3c028041
348e280,c4420830
348e284,3e00008
348e288,46020002
348e28c,3c028041
348e290,3e00008
348e294,c440082c
348e298,3e00008
348e2a0,27bdffd8
348e2a4,afbf001c
348e2a8,afb20018
348e2ac,afb10014
348e2b0,afb00010
348e2b4,f7b40020
348e2b8,48202
